sex,minAge,age,country,location,LHML,LHEB,LHHD,LHMLD,LHAPD,RHML,RHEB,RHHD,RHMLD,RHAPD,LRML,LRMLD,LRAPD,RRML,RRMLD,RRAPD,LFML,LFBL,LFEB,LFAB,LFHD,LFMLD,LFAPD,RFML,RFBL,RFEB,RFAB,RFHD,RFMLD,RFAPD,LTML,LTPB,LTMLD,LTAPD,RTML,RTPB,RTMLD,RTAPD,BIB,LIBL,RIBL,LAcH,RAcH
female,40,40-50,Peru,Peru,282,52,37.79,17.13,15.61,286,53,37.61,17.68,14.94,217,15.27,9.15,219,13.73,9.48,410,404.5,73,61.09,39.67,23.48,24.05,407.5,403,72,60.03,39.84,22.33,23.7,342,65,19.29,20.3,340,65,19.76,20.49,265.5,145,144,44.1,44.98
female,40,40-50,Peru,Peru,262.5,47,34.61,14.99,15.98,264.5,48,36.78,15.28,15.33,192,10.06,9.12,195,10.26,9.28,354,350,65,56.24,35.4,22.06,22.2,347,343,65,55.67,35.44,20.9,21.65,279,60,16.52,19.33,274.5,61,17.8,19.26,250,140,141,40.56,41.2
male,22,22-25,Philippine Islands,Philippine Islands,,,,,,,,,,,248,14.86,11.13,250,15.34,11.1,428,427,75,65.96,44.29,24.12,25.63,427,425.5,76,65.86,45.05,24,25.56,355,65,19.8,24.86,353,65,19.92,24.44,245,147,147,51.06,51.43
male,25,25-30,Philippine Islands,Philippine Islands,263,49,35.01,15.42,17.65,267,49,34.7,15.9,17.61,201,11.19,9.23,,,,389,386,63,54.65,35.05,19.49,24.59,390,388,64,55.61,34.3,21.37,24.02,324.5,59,17.02,24.64,326,58.5,18.29,22.12,215,127,126,40.14,39.07
male,25,25-30,Philippine Islands,Philippine Islands,283,55,41.17,22.35,20.69,285,58,41.3,22.2,21.7,230,15.23,12.31,233,17.02,12.57,405,401,69.5,61.05,39.85,22.29,28.86,403.5,401,70,61.53,40.17,21.74,27.83,341.5,65,20.8,27.5,346,65,22.37,25.91,221.5,138,135,46.61,45.94
male,25,25-30,Philippine Islands,Philippine Islands,305,56,42.94,22.48,24.3,304,55,43.17,21.58,21.3,235,16.51,12.42,238,17.51,12.42,421,415,82,71.84,46.56,28.28,27.85,418,412,82,70.35,47.6,27.56,27.12,344,72,24.51,28.33,342,73,24.35,25,250,152,153,52.48,52.82
male,25,25-30,Philippine Islands,Philippine Islands,297,53,40.13,18.45,18.35,297,54,41.06,18.86,18.04,,,,240,13.85,11.04,411,406,74,64.95,40.23,20.14,25.71,406,400.5,76,65.22,40.58,20.45,26.11,355,67,18.65,25.17,355,65,21.52,22.96,223,136,134,45.17,45.89
female,25,25-30,Philippine Islands,Philippine Islands,250,43,34.33,14.6,14.86,254,42,33.5,14.39,14.95,192,11.03,9.19,193,10.26,9.29,358,356,58,49.99,35.51,19.26,21.53,359,357,58,49.83,34.35,19.48,21.49,,,,,305,50,16.29,20.03,219,124,126,40.46,39.74
female,25,25-30,Philippine Islands,Philippine Islands,,,,,,275.5,42.5,34.4,14.62,16.33,219,9.53,8.3,220,9.71,8.25,396,393,59,56.42,34.6,18.48,23.7,,,,,,,,347,58,16.21,21.69,,,,,,,,,
male,30,30-40,Philippine Islands,Philippine Islands,322,54,45.53,17.17,18.62,325,55,46.22,17.1,19.73,247,14.14,11.45,246,14.68,12.7,460,455,80,69.47,47.33,26.1,27,457,452,81,69.75,47.97,25.32,28.22,373,72,23.13,26.23,370,73,21.88,28.83,265,149,152,52.57,52.71
male,30,30-40,Philippine Islands,Philippine Islands,267,48,37.16,18.03,17.61,267,47,37.21,17.62,17.62,,,,199,11.64,8.39,367,364,65,55.34,35.86,20.01,22.49,365.5,361.5,65,55.06,36.53,20.18,22.41,,,,,308.5,59,18.79,21.63,,,,,
male,30,30-40+,Philippine Islands,Philippine Islands,262,49,36.27,16.48,17.25,262,50,36.08,16.15,17.55,198,12.94,9.77,200.5,12.95,9.53,371,370,66,57.24,37.27,22.34,24.78,369,366,64,56.12,37.29,20.87,25.05,316,57,18.64,24.16,315,59,18.87,22.13,,,,,
male,30,30-40,Philippine Islands,Philippine Islands,288,50,40.95,18.57,19.21,293,51,42.1,18.86,19.76,234,12.13,11.55,,,,411,408,77,67.16,41.59,22.44,26.78,,,,,,,,355.5,68,21.81,24.83,,,,,,,,,
male,30,30-40,Philippine Islands,Philippine Islands,280,52,39.61,20.53,19.06,284,54,40.57,22.3,19.09,227,15.13,11.17,230,15.35,11.45,394,391,68,60.42,40.12,20.34,26.76,393,391,68,59.17,39.87,21.23,27.06,335,62,18.46,27.25,335,63,18.94,24.66,,,,,
male,30,30-40,Philippine Islands,Philippine Islands,254.5,51,39.85,17.72,17.8,259,52,39.03,18.26,17.96,202.5,12.16,9.83,201,12.31,10.16,,,,,,,,,,,,,,,,,,,311,55.5,18.55,23.63,215,122,123,42.55,43.39
male,30,30-40+,Philippine Islands,Philippine Islands,271.5,51,36.7,19.31,20.01,274,51.5,36.79,19.1,20.11,213,13.48,9.66,215,13.12,10.11,389.5,386,65,55.34,36.36,21.04,26.25,390,385,66,55.05,36.3,21.36,26.58,,,,,337,54,19.01,22.72,,,,,
male,30,30-40,Philippine Islands,Philippine Islands,268,52,40.78,17.52,17.96,269,56,40.05,17.64,18.04,215,12.91,9.64,,,,387,384.5,71,63.77,38.58,23.55,25.34,386,382,71,60.82,,23.74,26.32,309,59.5,17.51,22.77,307,,19.01,22.71,238,,,43.88,44.85
male,30,30-40,Philippine Islands,Philippine Islands,337.5,58.5,45.1,18.89,19.43,342,59,45.99,18.01,22.02,259,15.65,11.52,265,14.86,11.64,472,469,82,72.04,48.21,26.39,31.1,472,470,83,72.11,47.81,26.85,30.58,414,71,23.01,25.18,415,72,22.27,26.36,260,147,147,52.58,52.3
male,30,30-40,Philippine Islands,Philippine Islands,295,56,41.58,19.09,20.83,298,55.5,42.81,19.18,21.48,219,12.87,10.48,220,13.8,10.55,406.5,403,72,62.44,43.07,26.14,22.25,408,402,72.5,62.85,43.19,25.86,23.09,339,65,20.41,25.19,334,,20.46,22.8,,,,,
male,30,30-40,Philippine Islands,Philippine Islands,257.5,46,34.31,15.21,14.52,263,47,34.13,15.15,16.49,195,13.33,10.08,199,13.54,9.86,362,360.5,67,58.99,35.57,23.44,22.72,362,360,67,60.03,35.96,23.25,22.68,305,62,20.98,26.5,305,62,19.89,22.98,236,131,130,42.19,40.47
male,30,30-40,Philippine Islands,Philippine Islands,289,55,41.47,18.41,15.88,295,54.5,40.53,18.28,17,,,,,,,402,399,73,61.19,41.79,23.14,23.76,401,396,72.5,62.3,42.27,22.47,24.26,336,65,17.87,23.71,333.5,66,19.31,21.11,229,134,135,48.06,47.66
female,30,30-40,Philippine Islands,Philippine Islands,268,50,33.45,16.1,17.59,276,51,34.05,18.94,16.48,219,12.14,9.88,217,12.64,9.56,405,395,70,60.16,35.63,22.75,25.8,408,399,69,59.1,36.43,22.73,25.99,348,63,21.36,24.13,344,62,20.36,22.11,213,134,129,41.61,44.26
female,30,30-40,Philippine Islands,Philippine Islands,268,45,34.77,15.41,17.52,269,46,33.75,15.64,17.9,203,13.21,9.92,202,14,9.52,374.5,373,62,52.55,35.12,19.58,23.58,370,366.5,63,53.59,35.13,20.05,23.91,310.5,56,18.47,23.92,313,54.5,20.14,21.72,235,133,133,40.14,41.54
male,40,40-50,Philippine Islands,Philippine Islands,300.5,58,44.22,21.19,20.79,301,56,43.26,22.08,21.03,233,16.36,11.94,231,15.25,12.27,415,413,79,69.49,43.5,22.28,28.86,417,414,78,69.51,43.47,23.84,29.2,353,69,21.85,28.19,358,70,24.44,27.8,227,135,137,49.72,49.72
male,40,40-50,Philippine Islands,Philippine Islands,275,56,41.46,22.02,18.66,276.5,54.5,40.46,21.84,19.78,218,13.89,11.38,217,13.8,10.3,384,380,71,60.87,42.04,23.77,26.65,383,380,71,61.19,41.63,22.79,27.6,327,64,21.09,27.08,328,64,20.67,24.95,231,131,139,46.79,47.58
male,40,40-50,Philippine Islands,Philippine Islands,,,,,,,,,,,,,,,,,,,,,,,,407,403,76,65.12,42.27,22.23,26.56,,,,,353.5,69,23.19,23.65,220,124,126,49.38,48.47
male,40,40-50,Philippine Islands,Philippine Islands,315.5,56.5,45.37,21.71,20.48,319,60,45.34,22.62,20.27,252,14.64,11.54,251,14.62,11.7,442,439,82,70.38,46.12,25.88,30.31,443,440,80.5,68.55,46.06,26.24,31.39,378,74,23.5,32.04,379,75,23.9,29.67,268,151,158,51.22,51.89
male,40,40-50,Philippine Islands,Philippine Islands,314,59,43.29,21.22,18.89,311,61.5,42.13,20.79,20.29,252.5,14.4,10.9,255,14.45,11.01,449,445.5,77,67.6,43.73,24.54,30.6,446,443,78,67.95,42.88,24.78,28.48,383,68,21.43,26.39,382,68.5,22.57,24.22,260,150,149,49.42,49.39
male,40,40-50,Philippine Islands,Philippine Islands,288,57,41.17,17.34,18.74,282,58,40.84,,,,,,240,13.23,9.78,414,409,74,64.27,41.29,21.66,29.55,411,407,74,64.64,42.25,22.26,28.61,343,,23.8,,347,67,21.49,23.38,,,,,
male,40,40-50,Philippine Islands,Philippine Islands,,,,,,270.5,57,40.76,19.5,19.46,,,,226,12.12,10.81,398,396,72,61.8,42.42,22.59,26.81,400,398,72.5,62.55,40.66,22.69,25.9,335,68.5,19.98,29.49,333.5,67,20.56,25.21,,,,,
female,40,40-50,Philippine Islands,Philippine Islands,252.5,42,34.68,13.21,15.56,253,44,33.2,12.97,15.91,195,10.3,8.52,196,10.49,8.53,354,351,59,50.28,33.66,18.77,22.39,351.5,348,61,52.43,32.97,18.63,21.82,288,52,16.66,20.63,291.5,56,17.16,20.4,223,130,131,39.56,38.68
female,40,40-50,Philippine Islands,Philippine Islands,277,48,41.04,14.47,18.07,278,49,40.13,15.9,19,219,13.15,9.6,218,12.86,10.49,409,405,72.5,62.69,40.83,22.54,25.43,407,403,72,62.21,40.46,21.35,26.15,330,60,18.78,23.59,329,60,19.89,22.22,233,138,139,46.88,45.86
female,50,50+,Philippine Islands,Philippine Islands,257,41,33.5,12.01,15.79,259,44,32.24,14.18,16.97,204,10.36,8.5,205,9.48,8.99,362,357,60,51.92,33.64,20.74,21.42,359,356,60,52.03,34.3,20.85,21.82,310,54,16.63,24.71,307,58.5,17.64,22.31,224,117,120,40,37.89
female,25,25-30,Russia,Russia,,,,,,306,54.5,42.27,19.55,20.93,,,,234,14.14,11.55,,,,,,,,423,420.5,74,63.85,42.01,23.78,26.66,,,,,341,65.5,20.35,22.34,246,,150,,46.49
female,29,29,Russia,Russia,262,53,40.05,16.05,13.95,266,53,40.02,16.03,14.7,196,10.98,9.09,196,11.41,8.64,351.5,351,68,56.23,36.95,23.75,28.14,353,350,69,58.8,37.88,22.96,22.88,290,60,19.97,22.34,298,59.5,17.26,21.87,239,135,138,43.42,44.01
male,30,30-40,Russia,Russia,294,60.5,46.16,20.24,21.27,300,65,46.33,19.45,22.17,214,15.88,11.78,219,15.61,12.31,410,409,79.5,70.19,47.84,28,24.58,407,405,80,71.95,48.02,27.83,23.87,325.5,76,21.11,29.15,324.5,74,21.56,28.31,239,142,144,54.47,55.18
male,30,30-40,Russia,Russia,317,62,43.98,21.88,23.04,319,61.5,43.87,22.29,22.74,253,16.35,12.64,251,16.29,12.62,447,442.5,,,44.39,26.4,27.76,436,430.5,80.5,70.55,44.27,25.78,27.94,346,68,21.29,26.83,344,70,21.95,24.71,257,160,159,50,49.12
male,30,30-40,Russia,Russia,309,68,46.19,21.64,21.89,309.5,65,46.41,22.05,22.09,244,15.95,12.46,,,,437,427,82,71.01,46.62,27.15,29.26,439,428,82,70.68,47.48,26.79,30.12,361,75,20.72,29.21,356,76,21.64,27.18,,155,,54.21,
male,40,40-50,Russia,Russia,293,,,19.85,20.01,288,55,44.51,20.18,20.79,221,13.85,11.15,,,,408,406,77.5,69.6,43.75,27.01,26.86,411,406,77,68.35,43.66,25.6,25.71,336,72,21.57,24.55,335,73,22.78,24.97,251,145,,51.62,51.75
male,40,40-50,Russia,Russia,312,60.5,44.86,19.21,21.31,313,63,44.06,20.1,20.56,237,13.57,11.53,243.5,16.14,11.52,428,425,,,43.63,25.46,24.2,427.5,422,78,67.61,42.71,25.04,24.35,338,63,22.11,27.94,339,70,22.21,25.54,236.5,,,50.65,50.79
male,40,40-50,Russia,Russia,318,70,48.43,23.7,22.8,323,72,51.01,25.56,23.64,245.5,15.71,12.42,251,16.72,13.26,434,433,80,69.95,47.93,26.8,29.23,429,427,81,69.74,48.17,25.6,29.39,341,72.5,23.98,27.65,342,73,22.26,27.89,274,149,150,51.53,52.87
male,25,25-30,Solomon Islands,Solomon Islands,318,52.5,38.72,18.98,18.45,320.5,54,39.24,18.85,19.82,247.5,11.77,12.45,251,12.45,12.29,427.5,424,67,59.19,37.67,21.26,25.73,420,418,69,60.58,38.75,22.52,25.98,380,63,23.22,28.96,375,64,23.71,28.79,226,122,125,43.84,43.8
male,30,30-40,Solomon Islands,Solomon Islands,305,52,36.74,16.15,14.9,305,53,38.23,16.96,17.21,233,12.05,10.46,241,13.15,11.05,419,417,70,59.44,39.51,21.76,25.11,407,404.5,68,58.17,39.78,21.58,23.7,352,64,20.16,24.5,339,60,20.91,23.51,224.5,129,133,44.4,44.27
male,30,30-40,Solomon Islands,Solomon Islands,326,59,42.07,16.61,16.96,331,58,41.59,15.68,18.5,255,12.44,11.87,260,12.19,10.99,475.5,472,75,64.4,41.63,21,26.55,471,469,75,64.24,39.46,21.47,25.26,400.5,71,19.41,26.99,409,,22.08,25.62,238,,146,47.02,46.17
male,40,40-50,Solomon Islands,Solomon Islands,313,57,40.81,19.75,20.56,319,57.5,40.96,18.92,21.34,262,14.36,12.89,266,15.42,12.9,445,441,75,66.05,43.91,19.89,27.49,441,439,75,67.13,40.4,21.63,27.1,383,68,21.99,26.08,386,70,21.5,24.59,249,147,143,50.09,46.25
male,25,25-30,South Africa,South Africa,288,52,37.35,17.07,17.72,288.5,57,38.56,19.96,19.57,,,,235.5,12.66,10.56,427,423.5,71,62.78,40.09,21.69,26.95,427,423,,,40.23,21.67,27.82,360,68,21.16,27.02,,68,,,204,128,130,45.07,46.49
male,30,30-40,South Africa,South Africa,313.5,54,42.33,16.38,17.79,322.5,56,43.41,18.39,19.74,239,11.66,10.26,246,11.93,10.38,466,463,75,67.07,44.2,24.84,25.84,457,456,76.5,67.03,44.16,23.77,26.95,388,71,20.76,29.9,389,71,22.93,26.62,238,149,146,48.36,49.19
female,30,30-40,South Africa,South Africa,276.5,51.5,36.05,17.41,16.01,279,52,35.89,17.39,16.62,207,12.11,9.71,,,,394,388,65.5,56.71,38.17,22.34,25.57,394,390,65.5,55.99,38.67,22.39,26.1,326,59.5,17.66,23.25,327.5,61,18.59,23.76,220,128,127,43.74,44.58
male,40,40-50,South Africa,South Africa,,,,,,282,52.5,38.5,15.94,18.74,226.5,10.6,10.43,228,10.09,10.8,396,392,66,57.05,38.94,24.2,22.43,403,401,69,61.28,40.32,24.34,24.52,340,60,20.57,23.41,349,60.5,21.62,26.24,220,,,,47.3
female,20,20-25,Spain,Canary Islands,265,56,36.84,15.84,17.11,273,50,36.94,16.03,18.07,217,9.77,8.14,219,9.89,8.51,351.5,349,63.5,53.06,36.6,22.55,21.28,375,373,63,53.52,35.76,19.38,25.82,307.5,61,16.85,21.17,310,63,18.55,20.32,256,152,151,40.34,40.18
male,25,25-30,Spain,Canary Islands,344,65,50.03,19.82,21.25,338,66,49.82,20.62,21.38,253,15.43,13.02,257,15.64,12.61,,,,,,,,470,467,,,49,25.83,29.18,,,,,392,75,22.4,27.18,284,171,172,55.07,54.24
male,30,30-40,Spain,Canary Islands,308,58,43.74,19.33,19.61,307,59,45.21,21.39,20.22,232,14.32,11.26,236,14.61,11.47,428,427,77.5,68.07,45.19,26.04,27.83,431,430,78,70.17,44.52,25.34,28.73,351,70,22.52,29.2,357,73,25.39,28.08,259,149,148,50.3,49.98
male,30,30-40,Spain,Canary Islands,306,55.5,42.79,17.55,17.82,309,57,42.92,17.32,17.56,234,13.15,10.25,235,13.02,10.66,439,436,,,40.44,27.25,24.35,,,,,,,,,,,,,,,,254,155,,46.06,46.54
male,30,30-40,Spain,Canary Islands,312,62,41.83,20.81,20.44,310,61,43.09,22.28,22.21,249,14.49,12.24,,,,425,423,77,67.19,45.39,25.68,26.67,424.5,423,77,67.17,45.56,27.36,26.72,,,,,353,,20.68,23.75,257,168,170,51.17,51.71
male,30,30-40,Spain,Canary Islands,,,,,,313,60,39.14,19.47,19.48,228,13.39,10.88,226,15.51,10.83,432,427.5,73,63.74,39.71,25.92,25.42,428,424,,,39.25,25.12,25.21,349,64,19.94,25.1,354.5,68,19.63,,256,,,,47.18
male,40,40-50,Spain,Canary Islands,330,60.5,46.11,17.84,20.13,330,61,47.73,18.43,22.13,244,13.7,11.35,244.5,14.18,12.46,455,454,79,69.71,44.9,29.24,28.51,454,452,80,69.87,44.77,28.49,28.9,,,,,,,,,258,153,154,49.85,50.12
male,40,40-50,Spain,Canary Islands,,,,,,334,62,46.88,21.45,20.54,,,,255,15.01,11.92,454,453.5,84,74.79,46.09,25.97,28.56,,,,,,,,395,75,21.26,30.4,,,,,281.5,161,,50.63,50.97
female,40,40-50,Spain,Canary Islands,,,,,,315,52,39.01,16.57,18.81,212,11.49,9.17,222,13.04,9.3,428.5,425,74,65.86,37.73,22.21,26.2,428,426,74.5,64.89,38.66,22.33,25.39,358,67,18.7,24.12,353,67,19.37,23.83,240,146,148,44.93,43.08
male,50,50+,Spain,Canary Islands,312,56,41.26,18.77,17.3,314,58.5,42.2,18.59,17.76,237,13.11,10.94,239,13.46,11.18,,,,,,,,425,423,75,65.41,40.92,24.3,28.1,,,,,375,,22.04,24.66,274,157,155,46.86,47.64
male,20,20-22,Sudan,Sudan,330,61.5,43.84,18.22,18.74,328,61,44.05,18.74,19.87,260.5,13.02,11.12,269,12.47,11.37,460,454,74,64.03,44.86,24.64,25.61,459,454,75,64.64,44.42,24.56,26.59,382,70,21.23,22.04,380.5,71,21.55,21.85,254,157,158,51.67,50
male,22,22-25,Sudan,Sudan,,,,,,338,53,43.77,18.06,18.08,,,,267,12.92,10.01,489,488,78,65.62,43,26.25,24.57,,,,,,,,417,73,23.35,28.96,417.5,74,22.99,26.27,248,150,150,48.32,47.9
male,25,25-30,Sudan,Sudan,,,,,,330,65,47.61,20.83,19.52,256,13.51,10.86,261,14.76,10.53,480,473,85,75.26,47.61,26.01,30.15,481,474,85,73.7,47.25,24.87,29.49,391,79,20.82,29.27,394,79,21,28.43,260,161,158,53.05,52.11
male,25,25-30,Sudan,Sudan,340,60,46.53,19.14,18.2,345,58,47.05,19.83,18.78,246,12.72,12.5,276,13.19,12.59,491.5,490.5,79,66.76,46.26,27.83,28.19,492,490,78,65.42,46.31,26.61,27.5,,,,,432,70,26.23,28.03,249.5,151,153,51.43,51.83
male,25,25-30,Sudan,Sudan,310,57.5,38.85,15.82,15.82,311,58,40.46,18.5,15.62,246,12.39,10.5,251,11.81,10.49,437.5,435,73,60.11,39.9,23.61,28.77,,,,,,,,379.5,66,22.84,28.47,349,67,23.25,28.46,257,151,151,45.13,45.75
male,25,25-30,Sudan,Sudan,305,54,42.98,16.64,16.67,,,,,,240,11.75,11.19,,,,428.5,427,76,69.77,42.89,23.78,27.22,423,420.5,78,69.44,42.88,23.07,26.23,364.5,71,21.55,26.62,362.5,68.5,20.64,24.56,221,,137,48.33,49.64
male,25,25-30,Sudan,Sudan,,,,,,,,,,,263,14.05,11.96,265,13.78,11.87,476,474,81.5,70.32,45.12,26.57,26.65,478,472,81,70.08,45.03,25.31,27.12,418,74,24.11,24.2,417,73,24.05,26.77,271,160,159,51.07,49.81
male,25,25-30,Sudan,Sudan,308.5,63,42.49,22.49,22.78,308,63,42.49,23.25,23.26,247,15.53,11.81,245,16.74,11.66,428,427,81,71.63,43.15,28.02,29.37,430,429,83,72.89,43.65,28.8,29.88,373,72,20.4,24.6,375,72,21.92,22.6,262,158,159,48.85,48.8
male,25,25-30,Sudan,Sudan,298,57.5,43.11,17.59,19.81,302,57,44.29,18.58,21.01,229.5,15.59,12.09,231,13.16,11.65,401,400,75,66.21,43.45,28.33,24.97,397,395,75,64.8,43.76,27.79,24.08,339.5,66,22.95,21.64,338.5,63.5,25.32,20.96,249,143,142,50.18,49.23
male,25,25-30,Sudan,Sudan,310.5,61,46.09,18.74,19.67,309,62,47.06,18.24,20.74,250,13.52,10.9,250,13.14,11.02,445,444.5,76.5,70.22,42.98,26.91,27.37,442,441.5,77,66.95,43.94,26.52,27.48,367,65,21.68,25.55,368,66,25.03,25.09,254.5,158,,48.44,50.31
female,25,25-30,Sudan,Sudan,271,51,34.03,16.08,18.1,276,46,35.13,17.15,18.25,216,12.24,9.77,219,11.87,9.52,400,395,68,59.3,37.43,23.27,23.62,394,390,68,60.2,35.76,22.08,24.04,320,61,16.89,21.69,323,60,16.65,19.35,256,145,147,43.47,42.14
female,25,25-30,Sudan,Sudan,308,55.5,41.88,14.91,14.52,309,56,42.42,14.84,15.99,237,10.29,9.56,239,10.27,9.42,444,437,72,61.68,40.16,21.81,22.99,445,435.5,71.5,60.51,39.25,21.86,23.65,383.5,61,19.5,23.2,379,65,19.33,22.87,231,,140,45.47,
male,30,30-40,Sudan,Sudan,337,63,48.49,19.74,21.14,341,64,48.94,21.97,21.94,268.5,14.75,12.41,271,15.37,12.52,469,468,84,71.51,47.73,27.87,30.7,480.5,471,82,72.24,47.5,26.5,31.39,398,77,21.8,28.15,401,77,23.78,26.93,255,,154,53.44,51.28
male,30,30-40,Sudan,Sudan,342,64,45.94,18.77,19.55,342,62,46.99,20.38,20.89,270,13.47,12.27,273.5,14.32,13.27,483,477,83,71.41,46.15,28.11,30.6,485,478,82.5,76.1,46.94,25.19,30.71,422,76.5,25.38,29.49,425,75,23.19,29.72,256,152,153,51.8,51.98
male,30,30-40,Sudan,Sudan,329,63,46.65,18.1,19.69,332,63,48.27,19.36,20.73,248,15.15,11.84,247,15.1,12.25,471,468,82,74.51,46.78,26.8,27.79,472,469,82,75.79,46.61,26.72,26.87,,,,,384,74,21.74,25.54,279,158,160,52.91,53.74
male,30,30-40,Sudan,Sudan,288,62,40.27,17.86,18.58,291,62,39.78,19.68,20.06,238,14.26,10.25,244,14.81,10.75,,,,,,,,406,404,76,66.27,41.09,24.27,28.03,346,68,17.78,23.94,349,65,18.05,23.97,246,147,145,47.58,46.06
male,30,30-40,Sudan,Sudan,329,66,45.49,20.86,21.37,337,66,47.94,22.24,21.05,273,14.71,11.65,274,15.16,12.07,,,,,,,,508,496,82,74.84,47.57,27,32.13,,,,,426,75,25.98,29.15,258,158,157,53.53,53.2
male,30,30-40,Sudan,Sudan,305,62,46.34,20.96,17.8,,,,,,230,14.15,10.53,,,,438,434,80,70.21,43.53,24.96,27.95,436,432,81,72.41,43.75,26.01,29,357,70,21.04,26.82,358,68,20.44,25.47,254,154,,50.62,49.98
male,30,30-40,Sudan,Sudan,,,,,,337,62,47.64,19.03,19.32,,,,271,13.06,11.32,491,489,81.5,75.94,45.49,25.14,30.12,,,,,,,,418,76,21.64,25.25,,,,,265,156,154,50.57,51.47
male,30,30-40,Sudan,Sudan,313,62,42.4,19.3,20.96,314,61,42.09,17.2,21.25,254,14.67,12,257,15.38,11.61,440,438,76,66.25,42.28,24.06,29.96,,,,,,,,385,69.5,22.17,26.99,382,68,22.89,23.26,252,151,150,48.17,47.1
male,30,30-40,Sudan,Sudan,320,58,42.18,18.71,19.55,329,60,42.87,19.32,19.03,259,14.52,11.56,260,14.22,11.61,447,445,77,67.97,44.33,27.39,29.23,448,447,80,67.81,43.63,25.98,29.37,395.5,69,21.13,27.99,398.5,68.5,24.91,28.11,259,147,148,49.21,48.49
male,30,30-40,Sudan,Sudan,309,68,44.62,20.12,21.82,308,64,43.56,20.16,21.03,,,,,,,428,423,80,69.86,47.73,24.63,27.56,427.5,424.5,81,72.99,47.9,24.71,28.34,355,71,21.14,26.82,,,,,263,151,149,54.3,54.8
male,30,30-40,Sudan,Sudan,346.5,61,43.62,18.14,18.1,354,63,43.76,17.44,17.85,257.5,12.62,10.84,260.5,13.21,10.85,476,470,77,70.13,43.76,24,28.92,475,469.5,78,67.75,44.15,23.92,28.43,417.5,70,20.83,27.43,416.5,70.5,21.72,25.4,,151,150,48.81,48.57
male,30,30-40,Sudan,Sudan,298.5,66,43.22,21.17,21.39,300.5,65,42.82,22.19,20.93,,,,240,14.84,11.57,409.5,408,80.5,64.29,43.97,27.12,30.52,414,408,79,64.99,43.85,26.01,25.3,357.5,70,21.75,23.87,361,66,23.7,24.28,256,143,144,50.04,50.06
male,30,30-40,Sudan,Sudan,,,,,,327,61,46.31,18.97,19.64,245,13.58,10.97,247,12.95,11.09,422,421,75.5,67.79,45.03,30.96,27.25,426,422,77,68.59,45.79,27.84,27.2,380,68,22.42,23.2,382,67,23.87,23.01,262,144,146,48.47,50.77
male,30,30-40,Sudan,Sudan,300,56,39.04,18.31,20.2,307,56,39.93,19.3,19.66,224,12.91,10.49,231,13.34,10.45,430.5,428,74,65.03,43.62,25.19,25.04,426,425,74,63.7,42.56,24.28,25.33,363,68,19.95,20.52,366,63.5,20.81,20.16,274,156,153,48.46,47.77
male,30,30-40,Sudan,Sudan,325,55,41.3,17.26,18.62,329,56,42.08,17.37,18.13,242,13.65,10.58,243,13.69,10.22,442,441,73.5,65.35,42.4,30.63,26.73,442,440.5,72.5,64.18,40.99,28.37,26.16,380.5,67,21.42,23.93,377,64,22.62,23.55,257,150,153,48.25,46.37
male,30,30-40,Sudan,Sudan,345.5,64,49.62,21.08,20.16,345,65,49.6,22.33,20.45,261,13.65,12.08,267.5,14.04,12.69,485,483,89.5,77.48,53.35,30.84,25.83,485,483.5,87,76.31,53.39,29.78,28.24,399,75,24.01,25.88,395,74,23.06,26.78,287.5,165,164,60.96,59.26
male,30,30-40,Sudan,Sudan,305,63,43.56,20.87,22.25,306,63,43.32,19.98,21.11,235.5,13.85,11.05,237,13.02,10.94,428,426,82,70.51,43.04,25.99,27.74,429,427,81,72.85,42.7,26.48,27.71,362,74,22.94,24.07,361.5,74,22.88,25.04,,147,145,49.49,49.21
male,30,30-40,Sudan,Sudan,246,53,36.08,14.69,15.37,255,52,36.46,15.44,15.7,187,10.4,8.58,194,11.89,8.28,360,358,68,57.33,35.55,20.08,22.43,357,355,70,60.22,36.12,20.03,23.66,298,59,16.2,19.74,298,61,18.01,20.07,219,123,121,41.16,41.99
male,30,30-40,Sudan,Sudan,320,66,45.01,19.95,22.14,319,65,46.36,21.02,22.38,248,15.28,12.67,250,15.88,12.21,433,431,80,71.96,46.11,30.67,28.13,431,430,79,71.82,46.41,29.63,27.44,385.5,70,26.53,25.95,385,71.5,22.92,24.25,273,161,157,50.62,52.15
male,30,30-40,Sudan,Sudan,,,,,,,,,,,220,13.37,9.59,225.5,13.6,10.16,416,411,68.5,56.7,39.88,23.53,25.1,420,416,71,58.02,39.85,22.73,25.27,358.5,57,18.46,23.87,359,60,18.66,24.38,243,143,145,47.85,45.48
male,30,30-40,Sudan,Sudan,336,61.5,47.05,18.64,19.22,332,61,48.67,20.62,20.85,258,13.24,12.45,260.5,13.96,12.13,473,467,85,73.93,46.58,24.66,29.11,471.5,464,84.5,70.93,47.68,23.34,29.97,400.5,76,23.42,27.2,397,80.5,24.61,26.69,240,163,160,52.6,53.39
female,30,30-40,Sudan,Sudan,287,53,40.22,17.04,15.89,292,51,39.1,18.68,15.72,218,11.66,8.83,,,,425.5,417,75,69.5,41.07,23.43,24.69,420,411,73,66.65,41.22,22.49,24.32,353.5,69,17.83,22.05,354.5,68,18.2,19.69,249,152,151,45.84,47.13
