sex,minAge,age,country,location,LHML,LHEB,LHHD,LHMLD,LHAPD,RHML,RHEB,RHHD,RHMLD,RHAPD,LRML,LRMLD,LRAPD,RRML,RRMLD,RRAPD,LFML,LFBL,LFEB,LFAB,LFHD,LFMLD,LFAPD,RFML,RFBL,RFEB,RFAB,RFHD,RFMLD,RFAPD,LTML,LTPB,LTMLD,LTAPD,RTML,RTPB,RTMLD,RTAPD,BIB,LIBL,RIBL,LAcH,RAcH
female,30,30-40,Sudan,Sudan,280,50,36.29,14.33,16.16,286,49,35.94,14.07,16.64,225,10.36,9.69,229,12.26,9.42,403,399,60,56.96,37.87,22.5,24.92,,,,,,,,346,63,18.29,22.29,,,,,246,,,43.15,42.92
female,30,30-40,Sudan,Sudan,307,56,40.08,16.43,16.86,312,56,40.35,17.19,17.81,227.5,11.36,10.41,230,11.73,10.99,430,426,70,61.94,38.68,24.5,25.28,,,,,,,,355,68,19.2,23.82,,,,,240,,,44.3,45.11
female,30,30-40,Sudan,Sudan,309,55,41.95,16.54,19.42,312,54,41.22,17.75,19.87,,,,222,12.38,10.1,434,429,71,62.13,40.57,24.7,23.8,436,432,68,64,39.52,23.6,25.64,,,,,372,64,19.28,22.52,235,154,152,47.37,44.99
female,30,30-40,Sudan,Sudan,335,54,41.81,16.42,17.45,339,55,41.17,17.24,19.88,259,12.53,10.59,262,13.27,10.49,,,,,,,,466,460,74,68.11,42.32,23.83,26.13,409,69,19.72,27.82,409.5,67,19.71,23.4,269,157,157,48.23,49.05
female,30,30-40,Sudan,Sudan,302,59,38.04,17.05,16.98,302,59,38.5,18.08,17.45,229,12.31,10.47,231,12.32,10.53,428,425.5,74,65.8,40.35,25.11,24.26,420,418.5,75,62.57,40.68,25.18,24.82,367,63,21.56,21.62,364,63,21.16,22.5,248,154,150,,48.09
female,30,30-40,Sudan,Sudan,280,53,39.34,16.78,19.77,285.5,52,39.11,16.54,18.93,222.5,14.26,9.94,223.5,14.41,10.15,393,391,72,61.81,39.79,23.27,25.59,389.5,387,72,61.99,40.55,22.94,24.95,343.5,64,17.71,20.43,342,62,17.83,22.13,247,153,155,44.43,45.75
female,30,30-40,Sudan,Sudan,302,55,34.88,17.23,17.35,310,55,35.92,17.92,16.96,238,12.48,9.29,241.5,13.86,9.23,430,427,69,63.6,36.17,22.73,27.4,427,424,71,63.81,35.23,21.75,28.09,355.5,62,20.72,22.08,353,64,19.65,20.74,221,133,135,41.34,40.7
female,30,30-40,Sudan,Sudan,288,53,34.94,16.01,16.81,291,51,34.35,17.29,17.16,236,11.54,10.08,238,12.53,9.56,414,412,66,54.24,35.88,23.14,25.99,409,407,67,56.29,36.54,22.93,24.64,365,57,20.45,22.37,363,56,19.92,21.05,243,,,41.82,40.88
male,40,40-50+,Sudan,Sudan,,,,,,333,66,45.85,21.34,22.81,262,14.96,12.83,263,16.3,12.85,450,448.5,78,69.93,45.94,27.02,30.07,446,445,77,68.86,46.24,27.57,32.07,381,70,23.73,24.5,,,,,264.5,164,160,51.64,51.68
female,40,40-50,Sudan,Sudan,285,54,39.75,15.83,17.85,290,55,40.95,16.83,18.49,218,11.96,10.11,214,11.19,9.05,397,393,73,65.86,40.42,22.96,24.23,396,393,71,66.35,41.05,23.74,23.41,327,70,18.75,22.99,328,68,17.85,21.79,238,154,155,47.28,47.64
female,40,40-50,Sudan,Sudan,,,,,,325,54,39.2,17.19,17.19,,,,240,12.76,10.74,,,,,,,,454,451,72,63.59,38.82,26.14,24.78,,,,,368,63,19.11,21.79,233,,,46.12,45.18
female,40,40-50,Sudan,Sudan,289,50,34.17,13.78,15.19,289,50,35.33,13.83,15.3,224,10.28,8.9,,,,423,420,67,62.28,37.93,21.89,23.61,,,,,,,,354,63,18.28,25.08,,,,,226,135,139,44.01,42.91
female,40,40-50,Sudan,Sudan,294,58,36.63,16.91,18.96,298,59.5,36.7,16.75,19.14,239,11.24,9.83,241,11.69,9.91,429.5,426,71,63.41,38.68,24.51,23.32,427,424,72,61.96,38.41,23.22,23.65,377,65,18.85,20.39,378,65,18.33,20.81,269,157,,44.31,43.9
female,40,40-50,Sudan,Sudan,298,55,42.43,16.1,20.95,304.5,55,43.23,17.69,18.06,229,13.23,10.62,234,13.88,10.13,414,409.5,74,60.71,40.16,23.63,22.63,413.5,409,74,60.51,39.88,24.28,22.68,358,64,19.56,23.78,359,65,18.49,20.94,253,152,154,45.69,45.99
female,40,40-50,Sudan,Sudan,301,56,36.98,16.93,19.4,307,57,37.87,18.49,19.58,233,12.37,11.32,235,12.29,11.21,422,419.5,69,63.67,40.35,25.98,25.52,424,419,71,61.79,39.74,23.73,25.04,362,65,20.96,21.33,362,63,20.92,23.23,263,152,152,47.14,46.69
female,40,40-50,Sudan,Sudan,280,58.5,38.29,21.49,19.71,289,56,38.9,20.32,19.4,215,12.6,9.91,221.5,12.64,10,408.5,406,72,63.21,38.24,24.87,24.84,403.5,402,72,64.2,38.03,24.34,26.93,343.5,63,19.57,23.02,343,62,20.89,23.84,,148,148,43.19,43.47
female,40,40-50,Sudan,Sudan,297,56,40.04,18,17.77,307,55,39.85,16.73,18.03,232,12.1,10.2,236,14.58,9.75,,,,,,,,,,,,,,,361,66,18.28,24.18,360,67,19.94,23.55,260,148,145,46.5,46.5
female,40,40-50,Sudan,Sudan,299,55,37.81,18.42,20.97,305,55,37.56,19.59,20.45,223,10.47,8.89,230,12.87,9.8,407,404,71,64.16,36.54,23.48,27.93,403,402,71,60.67,37.07,22.92,28.96,347,66,19.9,24.78,351,63,21.93,25.16,228,,135,41.6,42.58
female,50,50+,Sudan,Sudan,282,52,40.4,19.44,19.22,,,,,,209,12.21,9.96,,,,401,395,69,63.2,41.98,27.41,22.72,395,393,68,61.85,42.47,25.83,23.87,331,59,17.76,24.49,331,58,18.51,22.46,267,146,148,46.26,48.12
male,30,30+,Tanzania,Tanzania,,,,,,310,62,,24.21,20.39,,,,268,17.34,13.74,,,,,,,,440,438,83.5,78.87,45.37,32.38,25.97,,,,,375,71,27.04,25.73,,,,,
male,30,30-40,Tasmania,Tasmania,278,53.5,39.71,17.04,18.45,288.5,55,40.09,19.28,19,228,14.58,11.06,232.5,14.68,11.17,420.5,417,70,60.3,38.6,25.06,28.2,422.5,419,68,59.37,38.9,24.09,27.2,348,64.5,19.74,26.16,350.5,65.5,20,24.85,250,139,138,43.6,43.81
male,18,18-22,UK,England- United Kingdom,308,56,44.9,20,20.1,312,58,,20.22,22.25,,,,234,15.06,11.85,438,431,81,70.23,44.5,25.15,26.39,436,433,81,73.9,45.83,24.69,25.7,347,75,22.97,26.76,345,77,21.06,24.97,272,160,158,,
female,20,20-22,UK,England- United Kingdom,287,53,40.78,18.54,18.94,296,55,40.34,20.28,19.41,206,13.05,10.95,208,13.53,11.75,410,402,71,62.7,44.83,23.73,24.24,410,401,72,62.46,43.97,23.6,24.45,338,68,20.32,23.62,336,66,20.82,23.46,261,,,,
female,20,20-22,UK,England- United Kingdom,285,52,39.16,19.43,17.73,292,53,38.32,19.47,17.55,212,14.25,11.07,210,11.76,10.36,420,415,69,62.2,43.21,22.82,23.08,420,415,71,59.74,40.99,22.72,23.33,336,63,17.95,23.63,331,62,17.92,23.46,258,,,,
female,20,20-22,UK,England- United Kingdom,302,57,40.8,17.01,16.99,310,57,42.61,19,17.13,231,12.76,9.34,237,13.11,9.84,446,441,71,65.07,41.03,22.27,23.19,448,440,71,66.15,41.45,20.64,23.49,365,64,18.27,23.04,366,66,19.24,22.6,259,,,,
female,20,20-22,UK,England- United Kingdom,291,47,36.51,13.96,16.22,295,49,35.18,14.95,14.81,213,12.95,9.83,219,12.46,9.34,402,398,64,59.22,35.44,23.79,23.12,402,398,63,57.94,36.22,22.67,22.6,317,59,16.69,21.27,319,58,16.84,22.97,260,,,,
female,20,20-22,UK,England- United Kingdom,296,54,38.95,17.92,18.74,309,55,38.45,18.44,19.04,229,13.23,10.66,236,14.75,10.73,439,432,70,63.42,38.56,24.92,24.86,435,430,72,63.37,39.69,24.78,24.32,359,64,18.1,22.03,358,65,19.27,23.61,257,,,,
male,22,22-25,UK,England- United Kingdom,251.5,53,37.32,16.39,15.81,263,54,37.71,16.7,17.13,194,10.31,8.94,196.5,11.87,9.45,,,,,,,,367,364,69,60.51,35.68,24.37,21.86,,,,,314,59,15.89,23.29,247,141,138,42.84,42.64
male,22,22-25,UK,England- United Kingdom,318,62,47.37,21.16,21.76,327,62,47.84,20.97,21.9,237,15.7,12.85,242,15.53,13.49,433,428,79,74.35,46.49,24.32,31.51,433,428,81,75.52,48.11,24.44,30.97,338,76,24.84,28.55,336,74,24.84,29.69,242,,,,
female,22,22-25,UK,England- United Kingdom,285,48,37.25,13.88,16.97,,,,,,218,10.36,8.91,216,10.55,9.7,,,,,,,,377,373,67,59.25,37.51,23.47,20.75,,,,,320,62,17.45,22.66,,152,150,42.64,41.91
female,22,22-25,UK,England- United Kingdom,288,53,39.85,17.92,17.82,302,53,39.44,18.91,18.47,220,13.97,10.65,221,15.4,10.52,410,405,70,64.61,37.99,23.36,24.67,401,397,71,63.43,38.68,23.6,24.71,335,63,18.88,23.17,332,62,19.16,25.64,246,,,,
male,25,25-30,UK,England- United Kingdom,310,66,47.69,21.3,21.79,318,68,47.7,22.4,24.02,230,14.02,11.54,228,15.14,11.7,430,427,81,73.33,46.47,29.42,26.77,429,425,80,65.76,44.61,28.62,26.68,344,74,21.16,28.9,342,69,21.91,25.77,274,154,153,51.43,50.02
male,25,25-30,UK,England- United Kingdom,296,53.5,38.24,19.08,18.92,304,54,40.88,20.33,18.86,224,12.64,11.51,222,12.28,10.3,,,,,,,,,,,,,,,,,,,,,,,248,145,144,47.37,46.73
male,25,25-30,UK,England- United Kingdom,299,60,44.71,20.29,24.21,303,61,44.5,21.93,24.38,223,13.94,12.19,224,16,12.41,418,413,80,71.63,45.88,27.95,28.07,409,405,79,73.05,47.65,28.15,29.42,326,70,21.19,28.81,325,73,21.76,26.87,257.5,,160,53.45,53.17
male,25,25-30,UK,England- United Kingdom,339,73,53.85,25.04,24.47,353,75,55.67,26.19,25.89,258,18.61,13.29,266,19.13,13.81,485,482,91,83.68,53.75,32.22,32.36,479,475,92,82.73,55.27,31.46,33.69,405,84,26.06,29.74,411,83,26.01,30.46,300,,,,
male,25,25-30,UK,England- United Kingdom,311,58,44.89,15.91,18.56,319,59,44.98,16.75,18.61,238,12.87,10,239,13.22,10.43,408,405,80,67.44,45.96,25.24,22.95,414,409,77,64.67,45.31,23.62,23.31,337,72,17.51,24.51,337,68,17.84,24.47,259,,,,
male,25,25-30,UK,England- United Kingdom,327,68,47.36,22.94,23.13,334,67,48.99,22.3,23.88,269,14.83,13.44,268,17.36,13.59,444,439,80,77.03,47.87,28.35,28.84,444,438,82,76.54,47.9,28.88,28.67,387,75,25.15,29.47,391,77,25.74,29.32,273,,,,
male,25,25-30,UK,England- United Kingdom,335,62,48.61,18.83,22.12,337,59,48.58,18.86,21.61,257,14.35,12.93,261,13.61,13.03,462,459,85,75.08,48.54,30.32,28.19,458,454,83,77.58,48.92,28.24,28.08,375,79,22.72,27.84,369,72,22.05,28.27,281,,,,
male,25,25-30,UK,England- United Kingdom,339,64,50.47,22.67,23.27,341,70,52.91,24.7,22.25,255,16.21,14.1,258,17.45,13.46,477,473,82,73.18,47.91,28.69,28.91,475,470,84,73.45,47.94,28.94,29.52,396,77,23.13,28.32,398,79,23.79,29.55,305,,,,
male,25,25-30,UK,England- United Kingdom,323,56,43.56,21.42,18.63,323,58.5,45.3,21.88,20.19,248,14.48,11.69,,,,437.5,433,78,71.92,46.46,25.09,30.75,442,439,77.5,69.69,47.68,24.44,32.85,,,,,385,76,20.78,28.92,272,162,161.5,48.62,51.75
male,25,25-30,UK,Scotland- United Kingdom,331,65,47.55,22.03,24.93,,,,,,240,17.21,12.79,239,17.78,13.23,485,483,83,77.41,47.42,30.05,36.54,488,486,85,79.21,48.66,30.34,32.16,382,77,24.51,30.34,385,76,24.15,30.24,274,161,166,53.51,54.72
female,25,25-30,UK,England- United Kingdom,294,55,41.74,18.79,19.37,300,56,42.59,19.45,19.64,210,12.99,10.83,,,,408,405,67,63.84,41.14,25.13,27.19,405,400,75,64.89,41.53,25.58,26.38,333,67,18.45,26.82,333,68,18.77,25.2,242,150,151,44.2,46.48
female,25,25-30,UK,England- United Kingdom,287,53,41.9,21.44,19.94,297,55,41.14,21.72,19.18,221,14.25,10.76,223,12.81,11.05,414,409,76,64.34,42.78,27.46,27.31,413,410,76,64.52,41.62,25.94,28.36,342,65,21.51,25.74,339,65,21.37,24.47,254,,,,
female,25,25-30,UK,England- United Kingdom,286,55,41.2,19.86,19.23,293,56,42.36,20.05,19.04,215,13.2,10.65,221,14.94,9.86,404,401,70,61.6,41.9,26.52,27.89,400,398,71,62.11,41.83,25.42,26.46,325,64,18.26,23.33,326,61,19.75,23.25,286,,,,
female,25,25-30,UK,England- United Kingdom,300,56,43.43,20.89,20.82,307,58,44.46,21.73,21,224,13.88,11.03,226,14.81,11.33,428,423,72,66.44,41.36,24.83,27.69,430,424,73,66.42,41.83,24.39,28.06,341,67,20.26,22.93,342,63,21.79,23.73,263,,,,
female,25,25-30,UK,England- United Kingdom,297,56,40.64,21.48,20.73,302,56,40.64,22.74,20.25,214,14.12,11.33,217,14.94,11.61,384,383,72,62.41,42.61,28.11,28.74,387,385,74,62.95,43.05,27.48,28.61,322,65,21.02,24.45,323,68,21.38,24.51,263,,,,
female,25,25-30,UK,England- United Kingdom,276,57,38.82,17.83,20.43,282,56,38.52,18.56,20.58,211,13.81,10.26,215,15.55,10.66,401,396,71,63.77,38.56,24.22,24.15,398,392,71,63.75,38.38,23.55,23.19,338,63,18.79,23.55,338,61,18.93,23.93,233,,,,
male,30,30-40,UK,England- United Kingdom,321,54,46.25,18.87,23,331,53,47.58,22.08,23.71,238,16.9,13.67,,,,454,449,73,63.8,47.51,30.81,27.45,452,445,75,67.89,48.69,28.93,29.12,373,67,23.93,32.45,368,66,23.54,29.29,262,155,156,52.65,54.16
male,30,30-40,UK,England- United Kingdom,,,,,,319,62,48.71,21.31,23.42,,,,239,15.86,11.39,450,446,84,76.65,46.81,26.44,27.81,450,446,85,77.07,48.07,27.95,30.16,340,76,22.54,25.33,342,76,22.52,24.04,260,161,160,53.05,52.69
male,30,30-40,UK,England- United Kingdom,305,61,45.56,22.77,22.99,322,64,49.58,23.67,24.47,239,14.63,13.65,240,17.17,13.17,420,417,81,70.42,45.84,27.87,29.98,426,422,80,66.02,46.26,26.82,30.01,353,74,24.17,29.05,348,71,25.61,28,263,,157,50.59,51.37
male,30,30-40,UK,England- United Kingdom,314,61,44.46,23.14,23.05,323,64,44.93,22.73,24.9,241,15.63,12.99,247,18.14,12.95,421,418,85,77.96,48.28,31,28.93,421,417,84,73,47.31,28.83,29.68,365,79,22.84,28.24,362,78,22.47,26.79,286,159,157,54.44,51.7
male,30,30-40,UK,England- United Kingdom,,,,,,326,68,45.79,22.26,21.21,250,15.6,11.81,248,16.81,12.27,,,,,,,,448,440,80,73.78,46.6,25.31,29.77,370,67,24.07,32.61,375,75,23.88,29.71,264.5,151,,52.41,50.7
male,30,30-40,UK,England- United Kingdom,282,52,42.68,16.09,17.78,287,57,43.24,21.71,17.34,223,11.51,10.29,,,,403,400,73,64.48,41.87,26.75,24.56,406,398,75,65.57,42.11,26.46,25.72,345,69,18.23,26.65,340,67,21.65,24.26,240.5,141,140,46.6,48.01
male,30,30-40,UK,England- United Kingdom,,,,,,,,,,,,,,,,,456,451,84,74.29,48,28.71,29.09,452,449,84,77.8,49.45,26.78,29.89,366,80,21.31,28.68,366,80,22.1,27.51,278,169,,52.72,54.54
male,30,30-40,UK,England- United Kingdom,,,,,,313,66,47.41,21.2,19.36,245,14.64,11.98,242,16.59,11.58,435,433,81.5,73.88,46.41,25.9,26.04,,,,,,,,346,75,21.3,25.58,,,,,267,157,156,,49.03
male,30,30-35,UK,England- United Kingdom,347,63.5,49.61,22.26,19.02,350,64,51.71,22.41,20.94,266,14.01,12.39,258,15.01,12.22,460,456,85.5,74.85,47.93,29.93,30.74,458,455,81,74.93,47.87,28.91,31,394,74,22.78,27.06,,,,,287,,162,,
male,30,30-40,UK,England- United Kingdom,333,66,52.82,24.04,23.21,333,68,50.33,22.84,22.03,259,17.82,13.27,,,,,,,,,,,450,447,85,72.14,47.34,28.25,32.52,,,,,359,72,25.13,29,282,165,167,53.86,
male,30,30-40,UK,England- United Kingdom,307,59,45.79,18.91,22.84,313,59.5,46.83,20.59,22.16,226,14.24,10.81,226,14.15,10.71,430,429,73,71.79,42.73,23.01,26.87,432,428,75,69.54,43.11,23.47,27.95,339,67,21.04,26.26,340,66,20.1,24.72,281,,,,
male,30,30-40,UK,England- United Kingdom,335,61,51.19,22.34,24.7,342,60,49.63,21.45,24.34,254,14.86,12.26,254,14.76,11.21,465,463,81,72.28,47.83,30.42,30.01,467,464,82,69.88,48.18,29.98,31.09,374,76,20.98,30.19,369,74,22.49,27.63,272,,,,
male,30,30-40,UK,England- United Kingdom,309,65,48.04,23.6,23.73,325,66,48.68,25.79,24.76,238,15.96,12.44,241,15.63,13.41,453,449,78,68.74,46.44,25.45,29.36,,,,,,,,371,66,22.05,26.37,372,68,22.27,27.59,272,,,,
male,30,30-40,UK,England- United Kingdom,330,66,46.69,20.54,22.7,335,65,45.87,22.54,22.81,242,16.06,13.12,242,17.82,13.64,431,430,78,71.01,45.72,31.14,30.84,438,435,79,74.54,46.31,30.03,30.45,365,74,22.17,30.22,356,75,24.04,30.19,263,,,,
male,30,30-40,UK,England- United Kingdom,291,61,42.31,18.65,20.23,297,62,43.67,19.85,19.92,224,14.36,12.69,221,15.37,12.62,413,411,73,67.88,42.34,25.25,27.87,415,411,73,66.88,42.97,25.52,28.17,332,69,21.43,24.24,331,65,22.39,24.61,254,,,,
male,30,30-40,UK,England- United Kingdom,283,52,41.6,17.8,18.52,283,51,40.91,18.32,18.83,203,11.81,10.12,204,10.7,9.75,412,409,67,57.56,41.79,22.99,24.2,414,410,65,57.17,43.23,22.16,24.37,323,61,19.33,22.3,327,62,20.52,23.91,257,,,,
male,30,30-40,UK,Scotland- United Kingdom,313,64.5,45.73,20.99,23.36,320,65,44.58,21.83,23.03,258,15.32,12.39,257,15.99,12.22,444,440,80,71.36,45.36,25.58,28.62,,,,,,,,373,72,22.44,26.47,,,,,262,153,156,51.6,52.88
male,30,30-40,UK,Scotland- United Kingdom,315,69,49.91,20.62,21.44,320,68,48.39,23.31,22.03,246,15.04,12.01,246,16.42,12.66,455,452,81,70.8,48.59,27.73,31.8,452,449,82,73.5,48.6,26.88,30.56,360,76,21.78,25.85,351,78,21.95,24.96,268,,,56.94,53.4
male,30,30-40,UK,Scotland- United Kingdom,,,,,,323,70,48.38,23.63,23.93,247,18.14,13.58,248,18.81,13.84,452,449,80,71.74,47.14,27.4,31.14,456,454,80,79.25,48.61,29,31.06,360,75,24.18,25.36,357,77,24.13,29.05,268,,,52.7,53.91
male,30,30-40,UK,Scotland- United Kingdom,315,57,43.23,21.49,22.25,318,57,44.28,23,23.09,242,12.79,11.13,248,13.89,11.95,427,423,71,67.83,42.43,24.19,29.45,428,424,72,66.77,41.94,24.12,29.45,375,70,21.32,23.74,376,71,21.85,24.08,271,157,158,46.56,48.46
female,30,30-40,UK,England- United Kingdom,300,52,37.07,18.95,18.17,302,53,37.55,20.27,19.02,226,12.48,10.32,224,14.72,10.45,418,416,70,63.64,39.41,27,24.32,412,410,69,64.24,38.92,25.58,25.5,333,65,19.76,23.97,335,66,18.4,24.83,248,159,155,44.78,49.11
female,30,30-40,UK,England- United Kingdom,271,52,39.17,18.97,19.1,278,51,38,19.32,18.7,209,13.03,10.8,211,14.75,10.84,387,378,70,65.68,37.76,24.89,24.62,393,385,71,64.26,38.61,24.44,23.8,305,63,17.8,21.39,312,64,18.27,23.85,248,,,,
female,30,30-40,UK,England- United Kingdom,289,54,41.88,17.06,18.09,296,53,40.72,18.16,16.57,219,13.39,9.33,213,13.07,9.02,407,400,72,66.34,41.83,25.59,23.64,408,401,73,65.85,41.8,23.76,23.35,327,66,17.44,22.66,327,68,17.58,23.47,279,,,,
female,30,30-40,UK,England- United Kingdom,275,51,37.95,17.16,18.41,281,52,37.9,17.19,17.82,202,12.65,10.29,201,12.16,10.06,410,406,70,61.18,40.31,23.89,23.89,408,401,69,62.07,40.27,22.99,22.76,331,64,18.17,21.43,326,66,19.39,22.22,265,,,,
female,30,30-40,UK,England- United Kingdom,295,53,42,17.53,19.24,303,54,41.6,18.39,18.87,218,14.72,9.94,221,14.42,9.74,409,407,71,64.91,42.93,28.89,26.35,412,410,72,65.31,42.14,28.21,25.91,320,65,20.86,19.89,321,65,20.56,23.51,279.5,,,,
female,30,30-40,UK,England- United Kingdom,274,50,39.22,15.2,16.99,279,52,39.32,16.07,17.85,209,12.7,9.97,213,13.84,9.65,398,392,73,64.25,40.36,24.15,23.34,399,394,75,68.17,41.11,24.6,23.64,318,65,18.86,21.29,325,66,20.87,20.61,248,,,,
female,30,30+,UK,Scotland- United Kingdom,281,55,40.62,17.75,17.92,286,57,40.22,18.18,19.13,,,,223,16.49,10.37,401,397,70,65.44,39.46,24.08,23.95,398,394,71,65.68,39.65,23.66,23.21,337,68,19.53,24.95,338,67,18.85,25.36,280,159,160,45.16,45.09
female,30,30-40,UK,Scotland- United Kingdom,,,,,,327,60,43.77,19.78,18.6,233,14.31,10.27,233,14.23,10.59,440,436,74,64.68,42.04,24.51,26.45,439,435,73,61.31,41.83,22.77,24.96,353,68,19.94,24.66,353.5,68,19.3,23.96,275,156,156,47.58,46.57
female,30,30-40,UK,Scotland- United Kingdom,279,57,41.21,19.05,19.27,287,57,39.11,19.13,20.22,217,13.97,10.18,220,14.56,10.35,387,383,69,60.69,38.87,24.33,25.52,387,385,71,60.57,39.35,25.46,24.54,326,62,17.97,22.27,329,63,18.15,23.06,258,145,,45.94,44.35
female,30,30-40,UK,Scotland- United Kingdom,308,59,43.08,20.86,21.79,307,59,44.47,21.16,21.06,227.5,16.07,11.91,,,,428,426,75,63,43.51,26.89,30.23,420,418,74,62.15,42.92,27.09,29.61,358,63,24.32,26.51,357,65.5,24.77,26.8,272,158,158,48.71,49
male,40,40-50,UK,England- United Kingdom,326,60.5,42.73,20.46,19.22,335,61,43.79,21.92,20,,,,,,,479,477,75,67.94,43.22,26.73,26.43,473,470,74,70.18,42.8,26.18,24.68,395,70,20.11,31.01,386,69,21.28,28.07,260,152,153,46.75,48.12
male,40,40-50,UK,England- United Kingdom,312,61,45.36,20.48,20.65,322,62,48.86,21.76,21.83,244,15.77,12.6,,,,449,444,80,74.56,45.72,25.83,28.55,,,,,,,,371,72,20.25,29.93,,,,,274,167,,49.87,50.64
male,40,40-50,UK,England- United Kingdom,311,57,43.94,22.96,20.37,320,59,44.26,22.74,20.27,246,16.55,13.25,245,17.55,14.3,454,452,81,72.22,45.57,27.11,32.13,457,455,81,72.3,44.79,27.1,33.41,373,76,24.78,27,368,72,24.6,28.25,254.5,,,,
male,40,40-50,UK,England- United Kingdom,340,66,51.59,25.15,24.77,,,,,,254,17.23,13.45,252,16.5,13.85,455,449,84,73.97,49.75,31.17,28.92,455,448,85,74.79,50.94,29.82,28.76,370,70,22.4,29.67,371,68,21.96,26.19,279,,,,
male,40,40-50,UK,England- United Kingdom,344,64,51.27,24.33,24.11,342,65,50.36,22.66,22.49,262,16.18,13.65,260,15.83,12.72,495,490,83,76.8,49.29,30.31,30.15,494,490,86,71.93,49.24,29.92,30.57,394,78,24.94,26.66,387,75,24.43,30.43,288,,,,
male,40,40-50,UK,England- United Kingdom,344,64,51.06,23.56,24.25,342,65,50.5,25.12,23.24,261,16.28,13.48,260,15.74,12.8,494,489,83,72.19,49.37,30.37,30.23,495,490,85,71.12,49.62,29.49,30.13,394,79,25.31,29.47,388,74,24.63,30.19,288,,,,
male,40,40-50,UK,England- United Kingdom,305,61,48,21.87,22.23,305,62,45.61,21.33,21.8,230,16.81,13.1,231,16.56,12.86,410,409,80,69.83,46.79,30.91,29.31,410,408,79,70.33,46.77,30.52,30.48,345,80,22.73,29.96,348,74,23.21,28.54,277,,,,
male,40,40-50,UK,England- United Kingdom,320,64,49.72,23.89,24.13,331,61,48.9,24.24,24.03,235,17.32,13.15,238,16.91,13.4,452,448,81,75.21,47.83,28.16,34.03,444,441,82,72.5,46.48,27.9,33.34,353,76,24.29,28.72,354,76,23.14,27.36,278,,,,
female,40,40-50,UK,England- United Kingdom,275,49,39.72,19.89,20.83,281,51,39.36,20.73,20.61,,,,,,,384,380,69,62.44,38.68,23.52,25.67,383,380,69,60.97,38.69,22.7,25.39,325,63,18.93,22.89,326,61,19.17,21.94,223,136,137,41.72,40.45
female,40,40-50,UK,England- United Kingdom,304,58,39.76,22.07,21.04,295,51,41.46,22.78,19.79,211,14.87,10.87,,,,423,420,75,68.02,42.39,25.31,28.53,,,,,,,,338,67,22.48,25.85,340,67,22.68,26.95,296,,,,
female,40,40-50,UK,England- United Kingdom,284,52,39.26,16.92,18.12,290,54,39.1,18.39,18.18,205,11.72,10.25,205.5,13.1,10.11,394,393,72,66.83,38.78,25.08,24.75,396,393,71,62.58,39.95,24.82,24.51,316,64,20.13,22.33,319,63,19.43,24.23,275,,,,
female,40,40-50,UK,England- United Kingdom,308,51,41.54,20.58,19.38,311,55,42.11,20.84,21.31,228,13.2,10.23,226,13.9,10.96,431,424,73,65.36,40.61,26.18,28.37,433,429,74,66.26,41.16,26.59,28.46,359,67,22.54,25.97,357,67,21.21,26.89,266,,,,
female,40,40-50,UK,England- United Kingdom,284,50,38.32,18.89,22.08,292,50,39.93,20.42,21.24,202,14.74,10.77,208,14.78,11.26,411,409,73,65.83,41.06,26.29,24.7,411,406,74,65.02,41.8,25.79,25.02,336,66,20.22,21.24,334,63,21.48,22.81,272,,,,
female,40,40-50,UK,Scotland- United Kingdom,286,55,41.77,18.9,20.57,295,56,42.29,19.58,19.74,221,12.81,10.95,224,13.57,10.56,409,407,72,65.9,45.11,26.01,23.77,412,411,72,63.96,45.19,24.95,24.03,331,65,18.28,24.95,334,65,18.17,24.57,251,,,,
female,40,40-50,UK,Scotland- United Kingdom,287,58,41.45,20.52,22.29,300,59,41.83,21.4,21.58,222.5,15.82,10.28,226,15.38,9.91,417,414,74,64.11,40.64,25.67,26.3,417,414,74,64.79,40.72,27.66,26.07,338,67,20.26,26.3,335,68,19.55,26.31,262,154,155,46.06,46.53
female,40,40-50,UK,Scotland- United Kingdom,274,57,43.69,17.21,22.47,281,57,44.21,18.84,22.18,214,14.52,10.61,211,13.6,10.2,386,379,72,62.24,41.44,26.92,24.81,380.5,379,74,62.82,41.93,26.65,24.93,324,66,19.03,24.92,323,66,18.81,24.22,260,,,47.63,47.51
male,50,50+,UK,England- United Kingdom,347,68,52.22,22.84,22.66,335,54.5,51.88,21.41,21.09,257,18.17,11.64,243,14.04,11.38,462,461,84,80.72,48.11,26.92,28.6,466,462,84.5,79.04,48.17,27.83,29.37,375,77,20.99,30.11,379,75,22.58,31.08,301,,,,
male,50,50+,UK,England- United Kingdom,324,62,50.21,23.43,22.86,326,62,50.84,24.18,24.08,243,16.2,12.95,246,17.19,13,452,450,85,72.82,48.95,32.46,28.38,450,448,86,73.66,49.23,33.15,28.79,370,79,27.44,27.57,368,79,29.83,28.77,294,,,,
male,50,50+,UK,England- United Kingdom,338,67,49.43,22.86,24.14,345,67,50.4,24.49,22.49,254,15.81,13.68,252,16.8,13.38,461,457,83,68.84,50.19,28.26,32.61,461,458,78,67.24,50.19,28.69,34.88,385,76,22.73,32.37,376,75,24.21,31.13,271,,,,
